name,key,kind,parentKey,country,region,domesticOrIntl,isSystem,isActive,description,latitude,longitude,openingHours,durationMin,bestTime,entryFee,suitabilityTags,googleMapsUrl,iataCode,icaoCode,stationCode,officialName,shortName,sourceUrl
Sankat Mochan Hanuman Temple,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/sankat-mochan-hanuman-temple,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Major Hanuman temple.,,,,75,,,temple|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Durga Kund Temple,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/durga-kund-temple,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Historic red-coloured temple and sacred pond.,,,,60,,,temple|heritage,,,,,,,https://www.uptourism.gov.in/
Tulsi Manas Temple,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/tulsi-manas-temple,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Temple with Ramcharitmanas verses inscribed on walls.,,,,60,,,temple|literature,,,,,,,https://www.uptourism.gov.in/
Bharat Mata Temple,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/bharat-mata-temple,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Temple housing a relief map of undivided India.,,,,60,,,temple|history,,,,,,,https://www.uptourism.gov.in/
Banaras Hindu University,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/banaras-hindu-university,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Historic university campus.,,,,90,,,education|heritage,,,,,,,https://www.uptourism.gov.in/
Bharat Kala Bhavan,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/bharat-kala-bhavan,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Museum of art and archaeology within BHU.,,,,120,,,museum|art,,,,,,,https://www.uptourism.gov.in/
Alamgir Mosque,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/alamgir-mosque,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Historic mosque overlooking Panchganga Ghat.,,,,45,,,mosque|heritage,,,,,,,https://www.uptourism.gov.in/
Nepali Temple,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/nepali-temple,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Wooden temple inspired by Nepali architecture.,,,,45,,,temple|architecture,,,,,,,https://www.uptourism.gov.in/
Ganga Boat Ride Varanasi,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/ganga-boat-ride-varanasi,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,River journey past major ghats.,,,,120,,,boating|heritage,,,,,,,https://www.uptourism.gov.in/
Banarasi Silk Weaving Area,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi/banarasi-silk-weaving-area,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/varanasi,India,,domestic,true,true,Traditional weaving neighbourhoods and workshops.,,,,150,,,craft|textile,,,,,,,https://www.uptourism.gov.in/
Sarnath,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath,city,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district,India,,domestic,true,true,Major Buddhist pilgrimage site where Buddha delivered his first sermon.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Dhamek Stupa,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath/dhamek-stupa,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath,India,,domestic,true,true,Massive stupa marking the first-sermon landscape.,,,,90,,,buddhist|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Chaukhandi Stupa,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath/chaukhandi-stupa,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath,India,,domestic,true,true,Ancient stupa marking Buddha's meeting with disciples.,,,,60,,,buddhist|heritage,,,,,,,https://www.uptourism.gov.in/
Mulagandha Kuti Vihara,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath/mulagandha-kuti-vihara,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath,India,,domestic,true,true,Modern Buddhist temple with murals.,,,,75,,,buddhist|monastery,,,,,,,https://www.uptourism.gov.in/
Sarnath Archaeological Museum,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath/sarnath-archaeological-museum,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath,India,,domestic,true,true,Museum housing the Lion Capital of Ashoka and antiquities.,,,,90,,,museum|archaeology,,,,,,,https://www.uptourism.gov.in/
Ashoka Pillar Site,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath/ashoka-pillar-site,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath,India,,domestic,true,true,Remains of Ashoka's pillar at the monastic site.,,,,45,,,archaeology|buddhist,,,,,,,https://www.uptourism.gov.in/
Deer Park Sarnath,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath/deer-park-sarnath,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/varanasi-district/sarnath,India,,domestic,true,true,Historic park associated with Buddha's first teaching.,,,,75,,,park|buddhist,,,,,,,https://www.uptourism.gov.in/
Mirzapur,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/mirzapur,city,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district,India,,domestic,true,true,"Ganga city known for Vindhyachal pilgrimage, waterfalls and carpet weaving.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Vindhyachal,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/vindhyachal,city,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district,India,,domestic,true,true,Major Shakti pilgrimage town.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Vindhyavasini Devi Temple,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/vindhyachal/vindhyavasini-devi-temple,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/vindhyachal,India,,domestic,true,true,Major Shakti temple and pilgrimage site.,,,,90,,,temple|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Ashtabhuja Temple,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/vindhyachal/ashtabhuja-temple,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/vindhyachal,India,,domestic,true,true,Hill cave-temple associated with the Vindhya circuit.,,,,90,,,temple|cave,,,,,,,https://www.uptourism.gov.in/
Kali Khoh Temple,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/vindhyachal/kali-khoh-temple,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/vindhyachal,India,,domestic,true,true,Cave shrine in the Vindhya hills.,,,,90,,,temple|cave,,,,,,,https://www.uptourism.gov.in/
Chunar Fort,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/mirzapur/chunar-fort,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/mirzapur,India,,domestic,true,true,Historic fort overlooking the Ganga.,,,,120,,,fort|heritage,,,,,,,https://www.uptourism.gov.in/
Wyndham Falls,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/mirzapur/wyndham-falls,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/mirzapur,India,,domestic,true,true,Waterfall and picnic landscape.,,,,120,,,waterfall|nature,,,,,,,https://www.uptourism.gov.in/
Tanda Falls,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/mirzapur/tanda-falls,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/mirzapur,India,,domestic,true,true,Seasonal waterfall near Mirzapur.,,,,120,,,waterfall|nature,,,,,,,https://www.uptourism.gov.in/
Mirzapur Carpet Weaving Area,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/mirzapur/mirzapur-carpet-weaving-area,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/mirzapur-district/mirzapur,India,,domestic,true,true,Traditional hand-knotted carpet workshops.,,,,120,,,craft|textile,,,,,,,https://www.uptourism.gov.in/
Robertsganj,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/robertsganj,city,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district,India,,domestic,true,true,"District centre and gateway to waterfalls, dams, rock art and forest landscapes.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Vijaygarh Fort,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/robertsganj/vijaygarh-fort,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/robertsganj,India,,domestic,true,true,Hill fort with inscriptions and rock shelters.,,,,150,,,fort|archaeology,,,,,,,https://www.uptourism.gov.in/
Salkhan Fossil Park,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/robertsganj/salkhan-fossil-park,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/robertsganj,India,,domestic,true,true,Precambrian fossil park and geological site.,,,,120,,,fossil|geology,,,,,,,https://www.uptourism.gov.in/
Agori Fort,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/robertsganj/agori-fort,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/robertsganj,India,,domestic,true,true,Ruined fort near the Son River.,,,,90,,,fort|ruins,,,,,,,https://www.uptourism.gov.in/
Renukoot,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/renukoot,city,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district,India,,domestic,true,true,Industrial and reservoir gateway in southeastern Uttar Pradesh.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Rihand Dam,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/renukoot/rihand-dam,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/renukoot,India,,domestic,true,true,Large dam and Govind Ballabh Pant Sagar reservoir.,,,,150,,,dam|lake,,,,,,,https://www.uptourism.gov.in/
Renukeshwar Mahadev Temple,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/renukoot/renukeshwar-mahadev-temple,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/renukoot,India,,domestic,true,true,Hill temple and local landmark.,,,,60,,,temple|viewpoint,,,,,,,https://www.uptourism.gov.in/
Churk,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/churk,city,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district,India,,domestic,true,true,Hill and waterfall destination near Robertsganj.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Mukkha Falls,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/churk/mukkha-falls,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/sonbhadra-district/churk,India,,domestic,true,true,Seasonal waterfall and rocky gorge landscape.,,,,120,,,waterfall|nature,,,,,,,https://www.uptourism.gov.in/
Jaunpur,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur,city,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district,India,,domestic,true,true,"Historic Sharqi Sultanate city known for mosques, bridge and architecture.",,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Atala Masjid,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur/atala-masjid,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur,India,,domestic,true,true,Monumental Sharqi-era mosque.,,,,75,,,mosque|heritage,,,,,,,https://www.uptourism.gov.in/
Jama Masjid Jaunpur,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur/jama-masjid-jaunpur,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur,India,,domestic,true,true,Large fifteenth-century mosque.,,,,75,,,mosque|architecture,,,,,,,https://www.uptourism.gov.in/
Shahi Bridge,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur/shahi-bridge,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur,India,,domestic,true,true,Mughal-era bridge over the Gomti.,,,,60,,,bridge|heritage,,,,,,,https://www.uptourism.gov.in/
Shahi Qila Jaunpur,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur/shahi-qila-jaunpur,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur,India,,domestic,true,true,Historic fort by the river.,,,,90,,,fort|heritage,,,,,,,https://www.uptourism.gov.in/
Lal Darwaza Masjid,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur/lal-darwaza-masjid,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/jaunpur-district/jaunpur,India,,domestic,true,true,Historic mosque and educational complex.,,,,60,,,mosque|heritage,,,,,,,https://www.uptourism.gov.in/
Ghazipur,india/north-india/uttar-pradesh/varanasi-and-purvanchal/ghazipur-district/ghazipur,city,india/north-india/uttar-pradesh/varanasi-and-purvanchal/ghazipur-district,India,,domestic,true,true,Ganga river city known for colonial and military heritage.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Tomb of Lord Cornwallis,india/north-india/uttar-pradesh/varanasi-and-purvanchal/ghazipur-district/ghazipur/tomb-of-lord-cornwallis,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/ghazipur-district/ghazipur,India,,domestic,true,true,Colonial mausoleum and garden.,,,,90,,,tomb|history,,,,,,,https://www.uptourism.gov.in/
Ghazipur Ganga Ghats,india/north-india/uttar-pradesh/varanasi-and-purvanchal/ghazipur-district/ghazipur/ghazipur-ganga-ghats,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/ghazipur-district/ghazipur,India,,domestic,true,true,Riverfront ghats and old-city landscape.,,,,90,,,ghat|riverfront,,,,,,,https://www.uptourism.gov.in/
Pavhari Baba Ashram,india/north-india/uttar-pradesh/varanasi-and-purvanchal/ghazipur-district/ghazipur/pavhari-baba-ashram,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/ghazipur-district/ghazipur,India,,domestic,true,true,Spiritual ashram and pilgrimage site.,,,,90,,,religious|heritage,,,,,,,https://www.uptourism.gov.in/
Gorakhpur,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur,city,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district,India,,domestic,true,true,"Major eastern Uttar Pradesh city, pilgrimage centre and gateway to Kushinagar and Nepal.",26.7606,83.3732,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Gorakhnath Temple,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur/gorakhnath-temple,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur,India,,domestic,true,true,Major Nath pilgrimage temple and monastic complex.,,,,120,,,temple|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Gita Press Museum,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur/gita-press-museum,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur,India,,domestic,true,true,Museum and publishing institution focused on Hindu religious literature.,,,,90,,,museum|literature,,,,,,,https://www.uptourism.gov.in/
Ramgarh Tal,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur/ramgarh-tal,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur,India,,domestic,true,true,Large urban lake and recreation waterfront.,,,,120,,,lake|family,,,,,,,https://www.uptourism.gov.in/
Railway Museum Gorakhpur,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur/railway-museum-gorakhpur,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur,India,,domestic,true,true,Museum of railway heritage.,,,,90,,,museum|railway_heritage,,,,,,,https://www.uptourism.gov.in/
Veer Bahadur Singh Planetarium,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur/veer-bahadur-singh-planetarium,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur,India,,domestic,true,true,Astronomy education centre.,,,,75,,,science|family,,,,,,,https://www.uptourism.gov.in/
Kushmi Forest,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur/kushmi-forest,landmark,india/north-india/uttar-pradesh/varanasi-and-purvanchal/gorakhpur-district/gorakhpur,India,,domestic,true,true,Sal forest and recreation zone.,,,,120,,,forest|nature,,,,,,,https://www.uptourism.gov.in/
Kushinagar,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar,city,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district,India,,domestic,true,true,International Buddhist pilgrimage site associated with Buddha's Mahaparinirvana.,26.7399,83.8869,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Mahaparinirvana Temple,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar/mahaparinirvana-temple,landmark,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar,India,,domestic,true,true,Temple housing a reclining Buddha image.,,,,90,,,buddhist|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Ramabhar Stupa,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar/ramabhar-stupa,landmark,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar,India,,domestic,true,true,Cremation stupa of Buddha.,,,,75,,,buddhist|heritage,,,,,,,https://www.uptourism.gov.in/
Matha Kuar Shrine,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar/matha-kuar-shrine,landmark,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar,India,,domestic,true,true,Historic Buddha image and shrine.,,,,60,,,buddhist|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Wat Thai Temple Kushinagar,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar/wat-thai-temple-kushinagar,landmark,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar,India,,domestic,true,true,Thai Buddhist monastery and temple.,,,,75,,,monastery|buddhist,,,,,,,https://www.uptourism.gov.in/
Japanese Temple Kushinagar,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar/japanese-temple-kushinagar,landmark,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar,India,,domestic,true,true,Modern Buddhist temple.,,,,60,,,buddhist|religious,,,,,,,https://www.uptourism.gov.in/
Kushinagar Museum,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar/kushinagar-museum,landmark,india/north-india/uttar-pradesh/buddhist-circuit/kushinagar-district/kushinagar,India,,domestic,true,true,Archaeological museum of local Buddhist finds.,,,,90,,,museum|archaeology,,,,,,,https://www.uptourism.gov.in/
Shravasti,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district/shravasti,city,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district,India,,domestic,true,true,Ancient Buddhist and Jain pilgrimage landscape.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Jetavana Monastery,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district/shravasti/jetavana-monastery,landmark,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district/shravasti,India,,domestic,true,true,Ancient monastic site where Buddha spent many rainy seasons.,,,,120,,,buddhist|archaeology,,,,,,,https://www.uptourism.gov.in/
Anandabodhi Tree,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district/shravasti/anandabodhi-tree,landmark,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district/shravasti,India,,domestic,true,true,Sacred tree within Jetavana.,,,,45,,,buddhist|religious,,,,,,,https://www.uptourism.gov.in/
Angulimala Stupa,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district/shravasti/angulimala-stupa,landmark,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district/shravasti,India,,domestic,true,true,Ancient stupa associated with Angulimala.,,,,60,,,buddhist|heritage,,,,,,,https://www.uptourism.gov.in/
Suhaildev Wildlife Sanctuary,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district/shravasti/suhaildev-wildlife-sanctuary,landmark,india/north-india/uttar-pradesh/buddhist-circuit/shravasti-district/shravasti,India,,domestic,true,true,Terai forest and wildlife sanctuary near Shravasti.,,,,240,,,wildlife|forest,,,,,,,https://www.uptourism.gov.in/
Piprahwa,india/north-india/uttar-pradesh/buddhist-circuit/siddharthnagar-district/piprahwa,city,india/north-india/uttar-pradesh/buddhist-circuit/siddharthnagar-district,India,,domestic,true,true,Archaeological and Buddhist pilgrimage site associated with ancient Kapilavastu.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Piprahwa Stupa,india/north-india/uttar-pradesh/buddhist-circuit/siddharthnagar-district/piprahwa/piprahwa-stupa,landmark,india/north-india/uttar-pradesh/buddhist-circuit/siddharthnagar-district/piprahwa,India,,domestic,true,true,Excavated Buddhist stupa and relic site.,,,,90,,,buddhist|archaeology,,,,,,,https://www.uptourism.gov.in/
Kapilvastu Museum,india/north-india/uttar-pradesh/buddhist-circuit/siddharthnagar-district/piprahwa/kapilvastu-museum,landmark,india/north-india/uttar-pradesh/buddhist-circuit/siddharthnagar-district/piprahwa,India,,domestic,true,true,Museum displaying archaeological finds.,,,,75,,,museum|buddhist,,,,,,,https://www.uptourism.gov.in/
Ganvaria Archaeological Site,india/north-india/uttar-pradesh/buddhist-circuit/siddharthnagar-district/piprahwa/ganvaria-archaeological-site,landmark,india/north-india/uttar-pradesh/buddhist-circuit/siddharthnagar-district/piprahwa,India,,domestic,true,true,Ancient settlement remains near Piprahwa.,,,,75,,,archaeology|history,,,,,,,https://www.uptourism.gov.in/
Sankisa,india/north-india/uttar-pradesh/buddhist-circuit/farrukhabad-district/sankisa,city,india/north-india/uttar-pradesh/buddhist-circuit/farrukhabad-district,India,,domestic,true,true,Buddhist pilgrimage site traditionally associated with Buddha's descent from heaven.,,,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Sankisa Stupa Mound,india/north-india/uttar-pradesh/buddhist-circuit/farrukhabad-district/sankisa/sankisa-stupa-mound,landmark,india/north-india/uttar-pradesh/buddhist-circuit/farrukhabad-district/sankisa,India,,domestic,true,true,Ancient mound and Buddhist pilgrimage landscape.,,,,75,,,buddhist|archaeology,,,,,,,https://www.uptourism.gov.in/
Ashokan Elephant Capital,india/north-india/uttar-pradesh/buddhist-circuit/farrukhabad-district/sankisa/ashokan-elephant-capital,landmark,india/north-india/uttar-pradesh/buddhist-circuit/farrukhabad-district/sankisa,India,,domestic,true,true,Stone elephant capital associated with an Ashokan pillar.,,,,45,,,archaeology|buddhist,,,,,,,https://www.uptourism.gov.in/
Prayagraj,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,city,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district,India,,domestic,true,true,"Sacred confluence city known for Kumbh Mela, forts, ghats and institutions.",25.4358,81.8463,,,October to March,,,,,,,,,https://www.uptourism.gov.in/
Triveni Sangam,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/triveni-sangam,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,"Confluence of the Ganga, Yamuna and mythical Saraswati.",,,,150,,,river|pilgrimage,,,,,,,https://www.uptourism.gov.in/
Allahabad Fort,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/allahabad-fort,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,"Mughal fort at the Sangam, with restricted areas.",,,,90,,,fort|heritage,,,,,,,https://www.uptourism.gov.in/
Anand Bhavan,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/anand-bhavan,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,Nehru family residence and museum.,,,,120,,,museum|history,,,,,,,https://www.uptourism.gov.in/
Swaraj Bhavan,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/swaraj-bhavan,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,Historic house associated with the freedom movement.,,,,90,,,museum|history,,,,,,,https://www.uptourism.gov.in/
Khusro Bagh,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/khusro-bagh,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,Mughal garden and tomb complex.,,,,90,,,tomb|garden,,,,,,,https://www.uptourism.gov.in/
Allahabad Museum,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/allahabad-museum,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,"Major museum of art, archaeology and history.",,,,150,,,museum|art,,,,,,,https://www.uptourism.gov.in/
Hanuman Temple Sangam,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/hanuman-temple-sangam,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,Reclining Hanuman shrine near the fort.,,,,60,,,temple|pilgrimage,,,,,,,https://www.uptourism.gov.in/
All Saints Cathedral Prayagraj,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/all-saints-cathedral-prayagraj,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,Historic Anglican cathedral.,,,,60,,,church|architecture,,,,,,,https://www.uptourism.gov.in/
Chandrashekhar Azad Park,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj/chandrashekhar-azad-park,landmark,india/north-india/uttar-pradesh/prayagraj-and-bundelkhand/prayagraj-district/prayagraj,India,,domestic,true,true,Large historic park and memorial landscape.,,,,90,,,park|history,,,,,,,https://www.uptourism.gov.in/
